original_language;popularity;title;vote_average;vote_count;price
en;10,297304;Perfume: The Story of a Murderer;7,1;1198;6,99
en;0,035284;Joe Cocker - Mad Dogs & Englishmen;10;1;9,99
en;10,81576;Shooting Dogs;7,5;39;7,99
en;23,065078;Casino Royale;7,3;3930;6,99
en;12,477872;Blood Diamond;7,4;2344;6,99
en;3,233724;Election 2;7,1;37;6,99
en;11,370183;The Painted Veil;7,1;319;6,99
en;13,585233;Freedom Writers;7,6;368;7,99
en;6,610774;INLAND EMPIRE;7,1;249;6,99
en;11,649588;Letters from Iwo Jima;7,2;553;6,99
en;1,39158;A Stolen Life;7,6;8;7,99
en;2,941626;Cocaine Cowboys;7,5;56;7,99
en;20,50803;Ratatouille;7,5;4510;7,99
en;13,535195;Hot Fuzz;7,4;2252;6,99
en;2,548705;Cats;7,1;19;6,99
en;1,369146;God Grew Tired of Us;7,5;13;7,99
en;19,083823;Zodiac;7,3;2080;6,99
en;10,027137;Reign Over Me;7,1;340;6,99
en;0,561833;Double Harness;8;3;7,99
en;6,353239;How the Grinch Stole Christmas!;7,2;364;6,99
en;10,113628;Fracture;7,1;908;6,99
en;2,814765;Sharkwater;7,8;20;7,99
en;5,44131;Thieves' Highway;7,1;20;6,99
en;2,514638;This Is England;7,4;370;6,99
en;10,357064;Once;7,4;457;6,99
en;1,996129;Remember the Night;7,2;25;6,99
en;0,567427;The Wedding Night;7,5;2;7,99
en;0,872895;Knock On Wood;7,1;8;6,99
en;6,766086;Sicko;7,3;241;6,99
en;21,3643;Harry Potter and the Order of the Phoenix;7,4;5633;6,99
en;9,161581;Across the Universe;7,1;419;6,99
en;3,933121;When the Wind Blows;7,4;71;6,99
en;14,784525;Stardust;7,2;1215;6,99
en;18,173269;The Bourne Ultimatum;7,3;2938;6,99
en;2,353181;Brighton Rock;7,7;30;7,99
en;5,376821;The King of Kong;8,1;148;7,99
en;2,241764;An Evening with Kevin Smith;7,5;26;7,99
en;8,913338;Atonement;7,4;1075;6,99
en;2,353003;My Winnipeg;7,3;17;6,99
en;1,987795;No End in Sight;7,3;23;6,99
en;9,897909;Eastern Promises;7,2;867;6,99
en;15,423538;Into the Wild;7,8;3139;7,99
en;8,025118;Lars and the Real Girl;7,1;517;6,99
en;6,148516;Gone Baby Gone;7,2;1034;6,99
en;0,2644;Can't Help Singing;8,5;2;7,99
en;3,413463;Scum;7,3;52;6,99
en;0,682129;The Sea Wolf;7,2;10;6,99
en;0,009192;Chilly Scenes of Winter;10;1;9,99
en;9,644542;American Gangster;7,4;1527;6,99
en;15,565484;No Country for Old Men;7,7;3083;7,99
en;8,874048;August Rush;7,2;821;6,99
en;9,29906;The Man from Earth;7,7;696;7,99
en;1,42682;Harrison Bergeron;7,6;7;7,99
en;2,501209;This Christmas;7,2;30;6,99
en;5,32979;Futurama: Bender's Big Score;7,4;191;6,99
en;1,706833;That Hamilton Woman;7,5;15;7,99
en;0,039073;Noise;8;1;7,99
en;0,431719;The Devil Came on Horseback;7,9;11;7,99
en;1,039916;The War on Democracy;7,6;12;7,99
en;10,138589;Between Two Worlds;7,3;10;6,99
en;5,970067;The Kite Runner;7,3;405;6,99
en;0,301732;Commune;7,8;4;7,99
en;8,200627;There Will Be Blood;7,9;1581;7,99
en;4,944294;Battlestar Galactica: Razor;7,2;126;6,99
en;1,640884;The Mad Magician;7,1;13;6,99
en;1,306094;And Soon the Darkness;7,1;25;6,99
en;9,895652;In Bruges;7,4;1414;6,99
en;0,67635;Keeper of the Flame;7,3;6;6,99
en;1,187409;War Dance;7,3;3;6,99
en;123,167259;The Dark Knight;8,3;12269;7,99
en;1,987406;Pierrepoint: The Last Hangman;7,7;16;7,99
en;0,618117;The Gymnast;7,5;8;7,99
en;7,404835;Assembly;7,1;35;6,99
en;2,43629;Shine a Light;7,2;45;6,99
en;0,479557;The Thief Who Came to Dinner;8,3;4;7,99
en;9,045712;Religulous;7,2;200;6,99
en;22,073099;Iron Man;7,4;8951;6,99
en;16,367481;Taken;7,2;4444;6,99
en;15,855108;The Fall;7,7;430;7,99
en;7,478007;An American Crime;7,3;165;6,99
en;5,291637;The Man Between;7,3;8;6,99
en;1,921223;a/k/a Tommy Chong;7,3;11;6,99
en;0,937987;The Window;7,3;11;6,99
en;7,72654;Shelter;7,8;100;7,99
en;1,582832;Young @ Heart;7,6;20;7,99
en;0,91505;Lake of Fire;8,1;11;7,99
en;0,351862;The Iron Mask;7,3;4;6,99
en;16,088366;WALL·E;7,8;6439;7,99
en;0,400054;Surfwise;7,4;8;6,99
en;1,275477;The Rape of Europa;7,4;10;6,99
en;4,875184;Encounters at the End of the World;7,2;84;6,99
en;6,588367;It's the Great Pumpkin, Charlie Brown;7,3;84;6,99
en;1,331762;The Tall T;7,1;26;6,99
en;0,683643;Blast of Silence;7,4;17;6,99
en;9,094276;Felon;7,1;239;6,99
en;8,359021;Man on Wire;7,5;282;7,99
en;1,666664;Trumbo;7,5;6;7,99
en;2,794764;John Adams;7,6;70;7,99
en;2,737149;Six Shooter;7,5;42;7,99
en;1,490532;Look Back in Anger;7,1;16;6,99
en;0,06978;Marjoe;8,5;6;7,99
en;6,390463;The Secret Life of Bees;7,4;159;6,99
en;4,929912;The Express;7,1;71;6,99
en;11,672394;Changeling;7,3;1151;6,99
en;11,258181;Slumdog Millionaire;7,6;2918;7,99
en;5,715534;Farscape: The Peacekeeper Wars;7,5;74;7,99
en;10,680121;Milk;7,1;628;6,99
en;8,912738;The Boy in the Striped Pyjamas;7,7;1492;7,99
en;14,322814;Hunger;7,2;311;6,99
en;10,898525;A Matter of Loaf and Death;7,2;120;6,99
en;0,772388;Fools' Parade;7,1;4;6,99
en;0,504412;Patterns;7,5;5;7,99
en;14,794228;Gran Torino;7,8;3181;7,99
en;11,641771;Frost/Nixon;7,2;333;6,99
en;7,931732;The Reader;7,2;835;6,99
en;21,708267;Seven Pounds;7,5;2092;7,99
en;7,903956;The Wrestler;7,3;1031;6,99
en;17,934821;The Curious Case of Benjamin Button;7,3;3398;6,99
en;2,613528;Blackadder Back & Forth;7,1;54;6,99
en;0,623316;The Gamers: Dorkness Rising;7,6;14;7,99
en;0,554577;Albuquerque;7,1;7;6,99
en;0,479367;The Man;8;1;7,99
en;1,242135;Triumph of the Nerds: The Rise of Accidental Empires;7,5;11;7,99
en;16,639915;Coraline;7,3;1432;6,99
en;13,284811;Futurama: Into the Wild Green Yonder;7,2;134;6,99
en;6,457462;Bigger Than Life;7,4;37;6,99
en;0,157003;Hell to Eternity;10;1;9,99
en;8,927994;Dr. Horrible's Sing-Along Blog;7,8;236;7,99
en;3,557657;Billy Budd;7,8;13;7,99
en;3,414041;Anvil! The Story of Anvil;7,7;85;7,99
en;0,81594;Border Incident;7,2;7;6,99
en;0,803604;Can-Can;7,2;9;6,99
en;8,395618;The Boat That Rocked;7,2;678;6,99
en;16,89564;Inglourious Basterds;7,9;6598;7,99
en;11,545627;The Damned United;7,2;156;6,99
en;13,336773;Moon;7,6;1831;7,99
en;8,437587;The Young Victoria;7,1;330;6,99
en;15,362632;Star Trek;7,4;4574;6,99
en;0,301454;Black Magic;8,2;3;7,99
en;15,30326;Earth;7,5;136;7,99
en;0,569912;A Lady Takes a Chance;7,5;3;7,99
en;0,083894;Rhinoceros;7,5;2;7,99
en;1,761241;The War Game;7,8;32;7,99
en;23,947351;The Hangover;7,2;6324;6,99
en;3,694624;The Stoning of Soraya M.;8;63;7,99
en;9,403724;The Hurt Locker;7,2;1881;6,99
en;0,609663;Tu£sday;8;1;7,99
en;6,526913;Prison Break: The Final Break;7,5;174;7,99
en;6,793972;My Sister's Keeper;7,1;614;6,99
en;16,376657;(500) Days of Summer;7,2;2993;6,99
en;0,049158;Magnificent Obsession;8;1;7,99
en;19,083723;Harry Potter and the Half-Blood Prince;7,4;5435;6,99
en;0,398755;Rage at Dawn;7,3;3;6,99
en;11,589835;District 9;7,3;3451;6,99
en;1,128702;Next Stop, Greenwich Village;7,2;7;6,99
en;0,66431;Seven Waves Away;8,7;3;8,99
en;1,954245;Murder Ahoy;7,2;20;6,99
en;0,305215;Witch Hunt;7,7;6;7,99
en;7,916957;Frequently Asked Questions About Time Travel;7,1;189;6,99
en;0,92226;Louis Theroux: The Most Hated Family in America;7,6;22;7,99
en;6,931952;Food, Inc.;7,3;223;6,99
en;12,492389;The Cove;7,9;241;7,99
en;4,132844;Clubbed;7,3;25;6,99
en;11,063029;Zombieland;7,2;3655;6,99
en;16,639047;Law Abiding Citizen;7,2;1522;6,99
en;8,888393;Mary and Max;7,8;596;7,99
en;10,92143;Black Dynamite;7,3;204;6,99
en;8,695893;Fantastic Mr. Fox;7,5;1206;7,99
en;0,131188;A Night to Remember;7,3;2;6,99
en;12,916643;Partly Cloudy;7,9;335;7,99
en;1,832365;Wattstax;7,8;5;7,99
en;0,842879;Doomwatch;7,4;7;6,99
en;12,753109;The Blind Side;7,2;1626;6,99
en;4,059534;Earthlings;7,6;86;7,99
en;185,070892;Avatar;7,2;12114;6,99
en;8,652856;The Friends of Eddie Coyle;7,6;38;7,99
en;8,621359;Hachi: A Dog's Tale;7,7;1769;7,99
en;0,368731;If You Love;7,5;4;7,99
en;5,08732;Nowhere Boy;7,2;250;6,99
en;0,787493;Dante's Hell Animated;8;4;7,99
en;0,539853;Too Many Husbands;7,2;3;6,99
en;1,199003;More Than a Game;7,2;17;6,99
en;4,762242;Temple Grandin;7,7;93;7,99
en;0,556292;Désirée;7,2;5;6,99
en;15,813629;Shutter Island;7,8;6559;7,99
en;5,544992;The Secret of Kells;7,3;184;6,99
en;7,785003;Oceans;7,3;112;6,99
en;14,416681;How to Train Your Dragon;7,5;4319;7,99
en;17,26045;Kick-Ass;7,1;4747;6,99
en;0,214955;Cain and Mabel;8;1;7,99
en;0,908184;Waking Sleeping Beauty;7,4;22;6,99
en;0,943604;The Roman Spring of Mrs. Stone;7,4;4;6,99
en;0,800156;This Is the Army;8,3;3;7,99
en;5,188466;Exit Through the Gift Shop;7,6;314;7,99
en;0,357063;Julia Sweeney - Letting Go of God;8,4;5;7,99
en;1,919229;Night Must Fall;7,6;5;7,99
en;0,905818;Pinky;7,7;10;7,99
en;0,309604;Big River Man;7,8;6;7,99
en;11,934045;Four Lions;7,1;428;6,99
en;1,062743;Little Fugitive;7,3;14;6,99
en;0,502653;Bonhoeffer: Agent of Grace;7,5;2;7,99
en;0,868537;Ricky Gervais Live: Animals;7,5;16;7,99
en;1,602457;Ricky Gervais Live 2: Politics;7,5;14;7,99
en;1,027036;Bless the Beasts & Children;8,8;5;8,99
en;0,285559;Gigot;8,5;3;7,99
en;16,96647;Toy Story 3;7,6;4710;7,99
en;0,308694;East Side, West Side;7,8;2;7,99
en;0,616048;Casino Jack and the United States of Money;7,3;15;6,99
en;1,057092;Captain from Castile;7,4;5;6,99
en;0,98166;Best Worst Movie;7,4;49;6,99
en;1,827144;Gumshoe;7,1;7;6,99
en;0,853595;Kurt Cobain: About a Son;7,1;22;6,99
en;1,527735;The Gazebo;8,7;3;8,99
en;0,038851;9/11: The Twin Towers;8;1;7,99
en;2,669145;When You're Strange;7,5;45;7,99
en;0,376565;Young Bess;7,1;4;6,99
en;22,274502;Despicable Me;7,1;6595;6,99
en;29,108149;Inception;8,1;14075;7,99
en;7,039325;Batman: Under the Red Hood;7,6;459;7,99
en;11,817059;Mr. Nobody;7,9;1616;7,99
en;0,989885;In a Day;7,1;9;6,99
en;0,437868;Lucky;8;2;7,99
en;0,551158;The L-Shaped Room;7,2;6;6,99
en;0,758472;The Two Escobars;7,6;14;7,99
en;13,793301;Scott Pilgrim vs. the World;7,2;2185;6,99
en;0,155882;12th & Delaware;8,4;4;7,99
en;4,334953;Gasland;7,4;52;6,99
en;0,817628;Visual Acoustics;7,8;4;7,99
en;0,822172;Hated:  GG Allin & the Murder Junkies;7,3;16;6,99
en;0,075089;Bananaz;8;2;7,99
en;0,322872;Larceny Inc.;7,1;7;6,99
en;16,972995;The Social Network;7,1;3492;6,99
en;0,154947;Susan Slept Here;7,7;3;7,99
en;10,279685;Flipped;7,4;426;6,99
en;0,666828;Mudhoney;7,5;9;7,99
en;0,45372;The Crimson Wing: Mystery of the Flamingos;7,3;6;6,99
en;0,226302;West Point;7,5;2;7,99
en;0,461924;One Million B.C.;7,5;4;7,99
en;10,30535;Inside Job;7,7;287;7,99
en;0,44374;Bianca Beauchamp: All Access;8;3;7,99
en;4,577881;Restrepo;7,3;117;6,99
en;0,429236;The Fox;7,8;5;7,99
en;0,74442;The Perfect Human;7,2;10;6,99
en;16,201377;Undisputed III : Redemption;7,3;182;6,99
en;12,989056;Black Swan;7,3;4562;6,99
en;23,300362;Harry Potter and the Deathly Hallows: Part 1;7,5;5708;7,99
en;11,260387;The King's Speech;7,6;2817;7,99
en;14,684761;Tangled;7,4;3419;6,99
en;0,400869;Neptune's Daughter;7,7;3;7,99
en;14,141837;The Fighter;7,2;1512;6,99
en;1,509056;The Tillman Story;7,7;19;7,99
en;0,105412;October Country;8,5;2;7,99
en;0,905887;The Passionate Friends;7,1;5;6,99
en;1,807804;Men in War;7,1;12;6,99
en;2,038165;Intruder in the Dust;7,8;4;7,99
en;10,730765;True Grit;7,2;1701;6,99
en;7,524794;Barney's Version;7,2;131;6,99
en;0,114071;One Foot in Heaven;7,8;3;7,99
en;0,567031;The Home Song Stories;7,5;3;7,99
en;0,897851;Blood and Concrete;7,3;2;6,99
en;1,804135;The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers;7,6;10;7,99
en;0,159456;The Scientist;9;1;8,99
en;0,142965;The North Star;8;2;7,99
en;6,771868;Tucker and Dale vs Evil;7,3;860;6,99
en;9,248513;The Pixar Story;7,7;66;7,99
en;2,627643;Waste Land;7,6;34;7,99
en;0,925414;Toys in the Attic;7,5;2;7,99
en;1,196486;The Marrying Kind;7,8;4;7,99
en;1,709031;Street Angel;7,1;14;6,99
en;0,393469;Blues in the Night;7,5;4;7,99
en;12,114955;Limitless;7,1;3888;6,99
en;2,409076;Happy People: A Year in the Taiga;7,6;37;7,99
en;0,336615;Trial;8;3;7,99
en;5,621509;I Knew It Was You: Rediscovering John Cazale;7,4;17;6,99
en;5,059285;Dog Pound;7,5;104;7,99
en;0,219281;The World According to Sesame Street;8;1;7,99
en;0,090689;Werewolves on Wheels;7,4;6;6,99
en;4,290624;Desert Flower;7,2;82;6,99
en;4,470133;The Sunset Limited;7,1;110;6,99
en;1,192837;Winnie the Pooh and Tigger Too;8,1;10;7,99
en;0,692956;Herb & Dorothy;7,2;11;6,99
en;4,508588;Cave of Forgotten Dreams;7,1;85;6,99
en;0,00273;A Little Night Music;7,5;1;7,99
en;9,796962;Source Code;7,1;2752;6,99
en;0,530468;Kind Lady;7,3;2;6,99
en;5,661077;Beneath Hill 60;7,2;41;6,99
en;11,331859;Senna;8,1;282;7,99
en;0,112515;Bye Bye Braverman;8,7;3;8,99
en;0,713518;River of Grass;7,1;9;6,99
en;3,308503;Boy;7,5;66;7,99
en;0,862541;Life Is Hot in Cracktown;7,3;4;6,99
en;0,338929;Dear Heart;8;4;7,99
en;1,346122;The Crimson Kimono;7,2;6;6,99
en;3,010129;Mildred Pierce;7,3;36;6,99
en;1,733716;My Dog Tulip;7,6;9;7,99
en;1,420361;Fast Five;7,1;2491;6,99
en;0,46335;Eye of the Dolphin;7,1;7;6,99
en;1,338054;All I Desire;7,7;6;7,99
en;0,677081;This Above All;7,5;3;7,99
en;9,154152;John Rabe;7,2;30;6,99
en;7,131032;The Way;7,2;166;6,99
en;0,738633;X-Men: First Class;7,1;5252;6,99
en;7,346099;Submarine;7,4;452;6,99
en;0,783709;Captive;7,7;7;7,99
en;0,164909;The President's Lady;7,8;4;7,99
en;7,979102;Have Dreams, Will Travel;7,8;12;7,99
en;0,447201;The Carey Treatment;7,7;3;7,99
en;0,76593;The Mysterious Lady;7,5;6;7,99
en;1,373641;Page One: Inside the New York Times;7,1;20;6,99
en;0,718842;Hot Coffee;7,5;19;7,99
en;0,111765;Upside Down: The Creation Records Story;7,2;3;6,99
en;24,990737;Harry Potter and the Deathly Hallows: Part 2;7,9;6141;7,99
en;15,388875;Drive;7,4;3832;6,99
en;0,720133;A Kind of Loving;7,9;12;7,99
en;0,726415;The Last Run;7,6;4;7,99
en;0,201046;The Buccaneer;8;2;7,99
en;0,365873;Hide-Out;7,8;2;7,99
en;7,486118;The Help;7,9;1966;7,99
en;1,172363;Bill Cunningham New York;7,9;31;7,99
en;2,620456;Vigilante;7,1;16;6,99
en;2,255345;Fat, Sick & Nearly Dead;7,1;49;6,99
en;1,957153;Nightmare;7,3;15;6,99
en;89,887648;The Avengers;7,4;12000;6,99
en;13,121626;Warrior;7,7;1297;7,99
en;11,440948;The Artist;7,3;1075;6,99
en;1,35869;On the Double;7,5;7;7,99
en;0,668038;The Trap: What Happened to Our Dream of Freedom;8,3;11;7,99
en;13,504065;The Music Never Stopped;7,3;42;6,99
en;2,564695;Buck;7,7;15;7,99
en;2,561829;Lemmy;7,5;34;7,99
en;1,136576;The Killer Is Loose;7,2;5;6,99
en;1,139701;TV Junkie;7,5;2;7,99
en;0,973323;How to Die in Oregon;7,8;11;7,99
en;9,070215;Headhunters;7,2;404;6,99
en;5,031094;Batman: Year One;7,1;255;6,99
en;0,04366;America before Columbus;9;1;8,99
en;1,298666;Miss Representation;7,7;19;7,99
en;0,916447;The Gold of Naples;7,8;14;7,99
en;0,326243;Bone;8,3;4;7,99
en;1,038115;WUSA;7,4;4;6,99
en;0,071847;Bandwagon;7,5;2;7,99
en;0,07821;The Last Mountain;9;2;8,99
en;4,347358;From Beyond the Grave;7,1;22;6,99
en;4,727171;Weekend;7,5;164;7,99
en;5,767577;Lifted;7,6;232;7,99
en;20,58258;The Dark Knight Rises;7,6;9263;7,99
en;4,955542;Life in a Day;7,3;84;6,99
en;0,250261;Macon County Line;7,6;4;7,99
en;8,907829;The Girl with the Dragon Tattoo;7,2;2479;6,99
en;0,108541;Kongo;7,3;3;6,99
en;0,114096;Model Shop;8;2;7,99
en;5,37272;The Last Lions;7,2;16;6,99
en;0,529771;The Sea Gull;8,5;2;7,99
en;0,517539;You and Me;8,4;5;7,99
en;0,779376;Thunder Soul;8,4;4;7,99
en;0,695655;Dylan Moran: What It Is;7,6;11;7,99
en;4,297654;Louis C.K.: Live at the Beacon Theater;8,1;80;7,99
en;0,385288;The Black Power Mixtape 1967-1975;7,7;6;7,99
en;0,171364;The City Dark;8,7;3;8,99
en;9,598968;Prayers for Bobby;7,5;99;7,99
en;0,577649;Little Criminals;7,6;8;7,99
en;0,081059;The World According to Ion B.;8,3;2;7,99
en;1,054258;A Very Potter Musical;7,7;20;7,99
en;3,431403;The Civil War;9,2;15;8,99
en;2,095496;Undefeated;7,9;24;7,99
en;0,645963;The Take;8;1;7,99
en;2,984894;Listen to Your Heart;7,5;38;7,99
en;0,626202;Nothing Lasts Forever;7,1;8;6,99
en;3,784339;Corman's World: Exploits of a Hollywood Rebel;7,4;23;6,99
en;7,789413;Jiro Dreams of Sushi;7,8;239;7,99
en;1,017716;The Big Night;7,4;5;6,99
en;1,64978;Louis Theroux: America's Most Hated Family in Crisis;7,5;16;7,99
en;0,835435;Rush: Beyond the Lighted Stage;8,2;21;7,99
en;0,49163;Position Among the Stars;9;3;8,99
en;2,599768;Bully;7,2;63;6,99
en;1,037593;Good-bye, My Lady;7,5;2;7,99
en;1,682371;Hamlet;7,3;22;6,99
en;0,147723;3rd World Hero;8,5;2;7,99
en;4,881643;Red Dog;7,1;83;6,99
en;0,296487;Big Boys Gone Bananas!*;7,2;7;6,99
en;1,79139;Walking with Beasts;7,3;11;6,99
en;0,478794;Zig Zag;8,3;2;7,99
en;1,600787;Sound of Noise;7,6;38;7,99
en;0,744993;Harriet Craig;7,3;5;6,99
en;8,692433;Moonrise Kingdom;7,6;1701;7,99
en;1,554905;First Position;7,9;19;7,99
en;8,563861;Presto;8;371;7,99
en;4,410709;One Man Band;7,2;128;6,99
en;0,356735;A Map For Saturday;7,2;10;6,99
en;4,768849;Geri's Game;7,8;309;7,99
en;1,018958;How Bruce Lee Changed the World;7,8;5;7,99
en;1,671902;Lonesome;7,9;13;7,99
en;1,354621;Prime Suspect 3;7,1;12;6,99
en;6,245191;Searching for Sugar Man;7,9;286;7,99
en;2,84239;Paradise Lost 3: Purgatory;7,6;44;7,99
en;11,03595;Pitch Perfect;7,3;2310;6,99
en;2,643111;Ai Weiwei: Never Sorry;7,1;32;6,99
en;7,45279;End of Watch;7,2;1186;6,99
en;12,775679;The Perks of Being a Wallflower;7,7;3056;7,99
en;0,93568;Shut Up and Play the Hits;7,5;19;7,99
en;2,494324;Presumed Guilty;7,1;32;6,99
en;1,259725;Urbanized;7,4;33;6,99
en;2,014035;Shottas;7,4;38;6,99
en;6,337857;Side by Side;7,1;111;6,99
en;14,238234;Argo;7,1;3473;6,99
en;1,339277;The House I Live In;7,5;35;7,99
en;8,970709;The Imposter;7,4;273;6,99
en;13,697597;Wreck-It Ralph;7,1;4656;6,99
en;14,045042;Life of Pi;7,2;5912;6,99
en;4,249576;Wake in Fright;7,6;66;7,99
en;0,586854;Brooklyn Castle;7,5;8;7,99
en;12,107182;Batman: The Dark Knight Returns, Part 1;7,7;410;7,99
en;7,473701;The Invisible War;7,4;38;6,99
en;10,943775;Rise of the Guardians;7,1;1981;6,99
en;7,198633;Paperman;8;734;7,99
en;19,785025;Django Unchained;7,8;10297;7,99
en;1,080954;I Bought a Vampire Motorcycle;7,2;5;6,99
en;13,52408;Les Misérables;7,2;1925;6,99
en;0,607573;The Bobo;8;3;7,99
en;0,971157;Kumaré;7,1;27;6,99
en;2,92387;Born to Be Wild;7,2;20;6,99
en;0,358534;Girl Walk // All Day;7,1;7;6,99
en;1,373713;Just Ask My Children;7,2;5;6,99
en;0,791655;Yesterday's Enemy;8,4;5;7,99
en;0,708985;Confessions of a Pop Performer;7,5;4;7,99
en;1,198442;The Waiting Room;7,2;9;6,99
en;12,576611;Batman: The Dark Knight Returns, Part 2;7,9;426;7,99
en;0,085536;Careless Love;8;1;7,99
en;0,727515;Special When Lit;7,4;11;6,99
en;0,326654;Bonsai;7,3;4;6,99
en;0,197931;Up In Smoke;8;1;7,99
en;0,404706;Jason Becker: Not Dead Yet;8,1;7;7,99
en;1,434624;Crossfire Hurricane;7,4;14;6,99
en;0,988841;Punching the Clown;7,5;6;7,99
en;6,400496;Hawking;7,1;43;6,99
en;5,348025;Now Is Good;7,3;379;6,99
en;0,584342;PressPausePlay;7,6;8;7,99
en;11,30324;Before Midnight;7,3;583;6,99
en;0,225251;Which Way Home;7,5;5;7,99
en;0,051896;Living in Emergency: Stories of Doctors Without Borders;9;1;8,99
en;1,017042;911 in Plane Site;8;5;7,99
en;0,358968;Lenny Bruce: Swear to Tell the Truth;9,5;1;9,99
en;1,192956;The Legend of Sleepy Hollow;7,1;24;6,99
en;4,290209;Sound City;7,4;90;6,99
en;0,466236;Burn;7,1;7;6,99
en;5,731701;The First Time;7,1;725;6,99
en;5,389068;One Life;7,2;24;6,99
en;0,044894;One Lucky Elephant;8;1;7,99
en;0,779002;The Staircase;7,9;22;7,99
en;2,48821;Never Sleep Again: The Elm Street Legacy;8,2;37;7,99
en;0,329193;The Taming of the Shrew;10;1;9,99
en;4,725522;The Bride Came C.O.D.;7,8;8;7,99
en;2,690008;A Band Called Death;7,1;36;6,99
en;5,803594;Justice League: Doom;7,1;197;6,99
en;7,429735;Going to Pieces: The Rise and Fall of the Slasher Film;7,6;26;7,99
en;1,486697;Hungry for Change;7,2;19;6,99
en;17,598936;The Great Gatsby;7,3;3885;6,99
en;15,78129;Star Trek Into Darkness;7,4;4479;6,99
en;0,116412;Spine Tingler! The William Castle Story;8;2;7,99
en;0,7984;As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty;9,5;10;9,99
en;0,330594;Privilege;7,3;8;6,99
en;0,570293;Last Days Here;7,5;11;7,99
en;17,852022;Now You See Me;7,3;5635;6,99
en;10,342737;The Way Way Back;7,1;695;6,99
en;5,455903;Much Ado About Nothing;7,1;117;6,99
en;0,166566;Birders: The Central Park Effect;8;2;7,99
en;0,523995;AM1200;7,2;5;6,99
en;8,995603;The Best Offer;7,7;719;7,99
en;6,413287;Dirty Wars;7,1;58;6,99
en;0,002001;Sign 'o' the Times;7,3;8;6,99
en;8,535611;What Maisie Knew;7,4;149;6,99
en;2,945649;Woody Allen: A Documentary;7,5;56;7,99
en;3,292247;Food Matters;7,2;24;6,99
en;6,715938;Stuck in Love;7,3;657;6,99
en;13,305596;Fruitvale Station;7,3;397;6,99
en;9,527559;Justice League: The Flashpoint Paradox;7,3;458;6,99
en;14,90169;The Conjuring;7,4;3169;6,99
en;0,405805;Gasland Part II;7,5;11;7,99
en;2,212038;The Crash Reel;8;31;7,99
en;0,86635;Always Outnumbered;7,2;5;6,99
en;8,353231;My Little Pony: Equestria Girls;7,1;41;6,99
en;0,259069;Miss You Can Do It;8,5;1;7,99
en;0,466299;From One Second to the Next;7,4;10;6,99
en;5,495138;Blackfish;7,9;456;7,99
en;0,146446;Moving the Mountain;8,5;1;7,99
en;0,394626;Four Horsemen;7,2;10;6,99
en;11,061894;The Butler;7,2;1134;6,99
en;11,213913;About Time;7,8;2140;7,99
en;6,108241;Justice League: Crisis on Two Earths;7,1;152;6,99
en;0,096838;A Ticklish Affair;10;1;9,99
en;0,825042;The Immortals;7,8;5;7,99
en;0,063214;Family Band: The Cowsills Story;9;1;8,99
en;2,73673;TT3D: Closer to the Edge;8;44;7,99
en;5,988929;One Direction: This Is Us;8;209;7,99
en;18,50194;Gravity;7,3;5879;6,99
en;0,112029;Ping Pong;8;2;7,99
en;11,96262;Prisoners;7,9;3183;7,99
en;10,63552;Rush;7,7;2310;7,99
en;0,167343;Almost Kings;10;2;9,99
en;12,34835;Short Term 12;7,9;460;7,99
en;1,505729;Hawking;7,9;14;7,99
en;0,261283;Ruins;8;2;7,99
en;1,102216;Talking Funny;7,3;22;6,99
en;11,160699;Nebraska;7,4;648;6,99
en;0,4724;Shake Hands with the Devil;7,6;5;7,99
en;13,776068;Captain Phillips;7,6;2495;7,99
en;0,003977;Year Zero: The Silent Death of Cambodia;7,5;1;7,99
en;0,07933;Stealing a Nation;10;1;9,99
en;0,795767;Calling Dr. Death;7,7;6;7,99
en;1,287517;The Legend of Lylah Clare;7,3;4;6,99
en;30,316249;12 Years a Slave;7,9;3787;7,99
en;7,075031;Kill Your Darlings;7,1;455;6,99
en;0,004948;The Killing of America;7,7;12;7,99
en;0,512025;Toy Story of Terror!;7,3;246;6,99
en;14,785719;Dallas Buyers Club;7,9;2973;7,99
en;2,609603;Aziz Ansari: Buried Alive;7,4;47;6,99
en;1,223673;Somm;7,1;27;6,99
en;0,563247;Beautiful Dreamer: Brian Wilson and the Story of Smile;7,3;3;6,99
en;2,155926;Muscle Shoals;7,2;26;6,99
en;6,927182;Philomena;7,4;588;6,99
en;16,373622;The Book Thief;7,4;1528;6,99
en;25,309139;The Hunger Games: Catching Fire;7,4;6656;6,99
en;20,644776;The Hobbit: The Desolation of Smaug;7,6;4633;7,99
en;24,248243;Frozen;7,3;5440;6,99
en;0,748285;Les Misérables: 10th Anniversary Concert at the Royal Albert Hall;8,5;9;7,99
en;16,382422;The Wolf of Wall Street;7,9;6768;7,99
en;0,152374;Cyberjack;7,3;4;6,99
en;13,829515;Her;7,9;4215;7,99
en;0,796097;The War Between Men and Women;7,7;3;7,99
en;10,855502;Lone Survivor;7,4;1549;6,99
en;5,541556;An Adventure in Space and Time;7,7;68;7,99
en;15,130888;Saving Mr. Banks;7,3;1256;6,99
en;1,512586;Is the Man Who Is Tall Happy?;7,1;32;6,99
